2016-02-24 13:50:31,380 [Worker-83] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.denofprogramming:PreSpringSample-01:0.0.1-SNAPSHOT @ /Users/JohnMM2014/Downloads/spring101Part1-master/PreSpringSample-01/pom.xml.
2016-02-24 13:50:31,484 [Worker-83] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /PreSpringSample-01/src/main/java
2016-02-24 13:50:31,484 [Worker-83] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /PreSpringSample-01/src/test/java
2016-02-24 13:50:31,540 [Worker-83] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update completed: 0 sec
2016-02-24 13:50:31,732 [Worker-90] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-02-24 13:50:31,745 [Worker-90] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/JohnMM2014/Downloads/spring101Part1-master/PreSpringSample-01/src/main/resources
2016-02-24 13:50:31,746 [Worker-90] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2016-02-24 13:50:31,747 [Worker-90] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /Users/JohnMM2014/Downloads/spring101Part1-master/PreSpringSample-01/src/test/resources
2016-02-24 13:52:59,220 [JavaFX Application Thread] INFO  o.e.m2e.actions.ExecutePomAction - Creating new launch configuration
2016-02-24 13:53:13,872 [Worker-97] INFO  o.e.m.i.launch.MavenLaunchDelegate - /Users/JohnMM2014/Downloads/spring101Part1-master/PreSpringSample-01
2016-02-24 13:53:13,886 [Worker-97] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn  -B clean install
